"ID","Hospital","City","State","Zip","County","Measure_ID","Compared_to_National","Death_Score","Lower","Higher","Readmission_Score","Death_Cat","Readm_Cat","Death_Readm_Cat"
330141,"BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER","PATCHOGUE","NY",11772,"SUFFOLK","MORT_30_AMI","No Different than the National Rate",12.3,"10.2","14.7",16.8,"Better Than National",NA,NA
330144,"IRA DAVENPORT MEMORIAL HOSPITAL, INC","BATH","NY",14810,"STEUBEN","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
330151,"ST JAMES MERCY HOSPITAL","HORNELL","NY",14843,"STEUBEN","MORT_30_AMI","No Different than the National Rate",14.4,"11.1","18.1",16.3,NA,"Better Than National",NA
330153,"ELLIS HOSPITAL","SCHENECTADY","NY",12308,"SCHENECTADY","MORT_30_AMI","No Different than the National Rate",15.1,"12.8","17.8",14.4,"Worse Than National","Better Than National",NA
330157,"SAMARITAN MEDICAL CENTER","WATERTOWN","NY",13601,"JEFFERSON","MORT_30_AMI","No Different than the National Rate",15.8,"12.6","19.8",16.2,"Worse Than National","Better Than National",NA
330158,"GOOD SAMARITAN HOSPITAL OF SUFFERN","SUFFERN","NY",10901,"ROCKLAND","MORT_30_AMI","No Different than the National Rate",13.8,"11.5","16.4",17.9,NA,"Worse Than National",NA
330160,"STATEN ISLAND UNIVERSITY HOSPITAL","STATEN ISLAND","NY",10305,"RICHMOND","MORT_30_AMI","No Different than the National Rate",15,"12.6","17.9",17.1,"Worse Than National",NA,NA
330162,"NORTHERN WESTCHESTER HOSPITAL","MOUNT KISCO","NY",10549,"WESTCHESTER","MORT_30_AMI","No Different than the National Rate",13.7,"11.0","17.1",16.8,NA,NA,NA
330163,"EASTERN NIAGARA HOSPITAL","LOCKPORT","NY",14094,"NIAGARA","MORT_30_AMI","No Different than the National Rate",15.1,"12.0","18.7",17,"Worse Than National",NA,NA
330164,"HIGHLAND HOSPITAL","ROCHESTER","NY",14620,"MONROE","MORT_30_AMI","No Different than the National Rate",14.2,"11.0","17.9",16.8,NA,NA,NA
330166,"WESTFIELD MEMORIAL HOSPITAL, INC","WESTFIELD","NY",14787,"CHAUTAUQUA","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
330167,"WINTHROP-UNIVERSITY HOSPITAL","MINEOLA","NY",11501,"NASSAU","MORT_30_AMI","No Different than the National Rate",13.4,"11.3","16.1",18.2,NA,"Worse Than National",NA
330169,"BETH ISRAEL MEDICAL CENTER","NEW YORK","NY",10003,"NEW YORK","MORT_30_AMI","Better than the National Rate",11.5,"9.7","13.4",18.5,"Better Than National","Worse Than National",NA
330175,"CORTLAND REGIONAL MEDICAL CENTER, INC","CORTLAND","NY",13045,"CORTLAND","MORT_30_AMI","No Different than the National Rate",13.5,"10.7","16.6",16.2,NA,"Better Than National",NA
330180,"SAMARITAN HOSPITAL","TROY","NY",12180,"RENSSELAER","MORT_30_AMI","No Different than the National Rate",14.5,"11.6","18.1",15.4,NA,"Better Than National",NA
330181,"GLEN COVE HOSPITAL","GLEN COVE","NY",11542,"NASSAU","MORT_30_AMI","No Different than the National Rate",13,"10.2","16.2",18.3,"Better Than National","Worse Than National",NA
330182,"ST FRANCIS HOSPITAL, ROSLYN","ROSLYN","NY",11576,"NASSAU","MORT_30_AMI","Better than the National Rate",11.1,"9.2","13.3",17.1,"Better Than National",NA,NA
330184,"MONTEFIORE NEW ROCHELLE HOSPITAL","NEW ROCHELLE","NY",10802,"WESTCHESTER","MORT_30_AMI","No Different than the National Rate",12.9,"10.2","16.1",17.6,"Better Than National","Worse Than National",NA
330185,"JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON","PORT JEFFERSON","NY",11777,"SUFFOLK","MORT_30_AMI","No Different than the National Rate",13,"10.7","15.8",16.7,"Better Than National",NA,NA
330188,"MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER","LEWISTON","NY",14092,"NIAGARA","MORT_30_AMI","No Different than the National Rate",13.5,"10.5","17.0",15.7,NA,"Better Than National",NA
330191,"GLENS FALLS HOSPITAL","GLENS FALLS","NY",12801,"WARREN","MORT_30_AMI","No Different than the National Rate",14.5,"11.8","17.6",15.4,NA,"Better Than National",NA
330193,"FLUSHING HOSPITAL MEDICAL CENTER","FLUSHING","NY",11355,"QUEENS","MORT_30_AMI","No Different than the National Rate",13.9,"11.0","17.1",17.7,NA,"Worse Than National",NA
330194,"MAIMONIDES MEDICAL CENTER","BROOKLYN","NY",11219,"KINGS","MORT_30_AMI","Better than the National Rate",10.6,"9.2","12.3",16,"Better Than National","Better Than National","Better Than National"
330195,"LONG ISLAND JEWISH MEDICAL CENTER","NEW HYDE PARK","NY",11040,"QUEENS","MORT_30_AMI","No Different than the National Rate",13.9,"11.4","16.9",18.7,NA,"Worse Than National",NA
330196,"CONEY ISLAND HOSPITAL","BROOKLYN","NY",11235,"KINGS","MORT_30_AMI","No Different than the National Rate",14.2,"11.1","17.7",18.6,NA,"Worse Than National",NA
330197,"CANTON-POTSDAM HOSPITAL","POTSDAM","NY",13676,"SAINT LAWRENCE","MORT_30_AMI","No Different than the National Rate",15.1,"12.1","18.8",16.6,"Worse Than National",NA,NA
330198,"SOUTH NASSAU COMMUNITIES HOSPITAL","OCEANSIDE","NY",11572,"NASSAU","MORT_30_AMI","Worse than the National Rate",17.1,"14.5","20.0",17.1,"Worse Than National",NA,NA
330199,"METROPOLITAN HOSPITAL CENTER","NEW YORK","NY",10029,"NEW YORK","MORT_30_AMI","No Different than the National Rate",12.8,"9.6","16.4",NA,"Better Than National",NA,NA
330201,"KINGSBROOK JEWISH MEDICAL CENTER","BROOKLYN","NY",11203,"KINGS","MORT_30_AMI","No Different than the National Rate",13.6,"10.5","17.2",17.1,NA,NA,NA
330202,"KINGS COUNTY HOSPITAL CENTER","BROOKLYN","NY",11203,"KINGS","MORT_30_AMI","No Different than the National Rate",14.2,"10.8","18.4",16.8,NA,NA,NA
330203,"CROUSE HOSPITAL","SYRACUSE","NY",13210,"ONONDAGA","MORT_30_AMI","No Different than the National Rate",14.6,"11.8","17.8",16.6,NA,NA,NA
330204,"BELLEVUE HOSPITAL CENTER","NEW YORK","NY",10016,"NEW YORK","MORT_30_AMI","No Different than the National Rate",15.1,"11.4","19.6",17.4,"Worse Than National",NA,NA
330205,"ST ANTHONY COMMUNITY HOSPITAL","WARWICK","NY",10990,"ORANGE","MORT_30_AMI","No Different than the National Rate",13.2,"10.2","16.9",NA,"Better Than National",NA,NA
330208,"ST JOHN'S RIVERSIDE HOSPITAL","YONKERS","NY",10701,"WESTCHESTER","MORT_30_AMI","No Different than the National Rate",13,"10.2","16.1",17.1,"Better Than National",NA,NA
330211,"CLAXTON-HEPBURN MEDICAL CENTER","OGDENSBURG","NY",13669,"SAINT LAWRENCE","MORT_30_AMI","No Different than the National Rate",13.7,"10.5","17.5",16.5,NA,NA,NA
330214,"NYU HOSPITALS CENTER","NEW YORK","NY",10016,"NEW YORK","MORT_30_AMI","Better than the National Rate",11.1,"8.7","14.0",15.1,"Better Than National","Better Than National","Better Than National"
330215,"ROME MEMORIAL HOSPITAL, INC","ROME","NY",13440,"ONEIDA","MORT_30_AMI","No Different than the National Rate",14.4,"11.3","18.2",16.2,NA,"Better Than National",NA
330218,"OSWEGO HOSPITAL","OSWEGO","NY",13126,"OSWEGO","MORT_30_AMI","No Different than the National Rate",14.4,"11.6","17.9",17.5,NA,"Worse Than National",NA
330219,"ERIE COUNTY MEDICAL CENTER","BUFFALO","NY",14215,"ERIE","MORT_30_AMI","No Different than the National Rate",14.9,"11.3","19.8",16.8,"Worse Than National",NA,NA
330221,"WYCKOFF HEIGHTS MEDICAL CENTER","BROOKLYN","NY",11237,"KINGS","MORT_30_AMI","No Different than the National Rate",14.2,"11.3","17.7",17.8,NA,"Worse Than National",NA
330222,"SARATOGA HOSPITAL","SARATOGA SPRINGS","NY",12866,"SARATOGA","MORT_30_AMI","No Different than the National Rate",13.8,"10.7","17.5",16.3,NA,"Better Than National",NA
330223,"MASSENA MEMORIAL HOSPITAL","MASSENA","NY",13662,"SAINT LAWRENCE","MORT_30_AMI","No Different than the National Rate",14.9,"11.2","19.0",16.6,"Worse Than National",NA,NA
330224,"HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS","KINGSTON","NY",12401,"ULSTER","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
330226,"UNITY HOSPITAL OF ROCHESTER","ROCHESTER","NY",14626,"MONROE","MORT_30_AMI","No Different than the National Rate",14.3,"11.2","18.0",17.1,NA,NA,NA
330229,"BROOKS MEMORIAL HOSPITAL","DUNKIRK","NY",14048,"CHAUTAUQUA","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
330231,"QUEENS HOSPITAL CENTER","JAMAICA","NY",11432,"QUEENS","MORT_30_AMI","No Different than the National Rate",15.5,"11.7","20.1",NA,"Worse Than National",NA,NA
330232,"ST MARY'S HOSPITAL ( TROY )","TROY","NY",12180,"RENSSELAER","MORT_30_AMI","No Different than the National Rate",17,"13.2","21.6",17.6,"Worse Than National","Worse Than National","Worse Than National"
330233,"BROOKDALE HOSPITAL MEDICAL CENTER","BROOKLYN","NY",11212,"KINGS","MORT_30_AMI","No Different than the National Rate",15.6,"12.1","19.6",17,"Worse Than National",NA,NA
330234,"WESTCHESTER MEDICAL CENTER","VALHALLA","NY",10595,"WESTCHESTER","MORT_30_AMI","No Different than the National Rate",13.2,"10.8","16.0",16.3,"Better Than National","Better Than National","Better Than National"
330235,"AUBURN COMMUNITY HOSPITAL","AUBURN","NY",13021,"CAYUGA","MORT_30_AMI","No Different than the National Rate",13.1,"10.6","16.3",17.1,"Better Than National",NA,NA
330236,"NEW YORK METHODIST HOSPITAL","BROOKLYN","NY",11215,"KINGS","MORT_30_AMI","No Different than the National Rate",13.1,"10.8","15.6",18.6,"Better Than National","Worse Than National",NA
330238,"NICHOLAS H NOYES MEMORIAL HOSPITAL","DANSVILLE","NY",14437,"LIVINGSTON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
330239,"WOMAN'S CHRISTIAN ASSOCIATION","JAMESTOWN","NY",14701,"CHAUTAUQUA","MORT_30_AMI","No Different than the National Rate",13.5,"10.4","17.1",16.9,NA,NA,NA
330240,"HARLEM HOSPITAL CENTER","NEW YORK","NY",10037,"NEW YORK","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
330241,"UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER","SYRACUSE","NY",13210,"ONONDAGA","MORT_30_AMI","No Different than the National Rate",15.1,"12.4","18.3",16.2,"Worse Than National","Better Than National",NA
330245,"ST ELIZABETH MEDICAL CENTER","UTICA","NY",13501,"ONEIDA","MORT_30_AMI","No Different than the National Rate",14.6,"11.8","18.1",15.7,NA,"Better Than National",NA
330246,"ST CHARLES HOSPITAL","PORT JEFFERSON","NY",11777,"SUFFOLK","MORT_30_AMI","No Different than the National Rate",12.6,"9.7","16.3",17.2,"Better Than National",NA,NA
330250,"CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR","PLATTSBURGH","NY",12901,"CLINTON","MORT_30_AMI","No Different than the National Rate",13.6,"11.3","16.5",18.4,NA,"Worse Than National",NA
330259,"MERCY MEDICAL CENTER","ROCKVILLE CENTRE","NY",11570,"NASSAU","MORT_30_AMI","No Different than the National Rate",13.1,"10.9","16.0",17.8,"Better Than National","Worse Than National",NA
330261,"PHELPS MEMORIAL HOSPITAL ASSN","SLEEPY HOLLOW","NY",10591,"WESTCHESTER","MORT_30_AMI","No Different than the National Rate",14.6,"11.7","18.1",17,NA,NA,NA
330264,"ST LUKE'S CORNWALL HOSPITAL","NEWBURGH","NY",12550,"ORANGE","MORT_30_AMI","No Different than the National Rate",15.5,"12.9","18.6",16.9,"Worse Than National",NA,NA
330265,"CLIFTON SPRINGS HOSPITAL AND CLINIC","CLIFTON SPRINGS","NY",14432,"ONTARIO","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
330267,"NEW YORK-PRESBYTERIAN/HUDSON VALLEY HOSPITAL","CORTLANDT MANOR","NY",10567,"WESTCHESTER","MORT_30_AMI","No Different than the National Rate",14.3,"11.7","17.3",17,NA,NA,NA
330268,"COBLESKILL REGIONAL HOSPITAL","COBLESKILL","NY",12043,"SCHOHARIE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
330270,"HOSPITAL FOR SPECIAL SURGERY","NEW YORK","NY",10021,"NEW YORK","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
330273,"PUTNAM HOSPITAL CENTER","CARMEL","NY",10512,"PUTNAM","MORT_30_AMI","No Different than the National Rate",12.5,"9.9","15.5",16.5,"Better Than National",NA,NA
330276,"NATHAN LITTAUER HOSPITAL","GLOVERSVILLE","NY",12078,"FULTON","MORT_30_AMI","No Different than the National Rate",14.5,"11.0","18.8",16.8,NA,NA,NA
330277,"CORNING HOSPITAL","CORNING","NY",14830,"STEUBEN","MORT_30_AMI","No Different than the National Rate",12.7,"9.8","16.0",16.9,"Better Than National",NA,NA
330279,"MERCY HOSPITAL OF BUFFALO","BUFFALO","NY",14220,"ERIE","MORT_30_AMI","No Different than the National Rate",16.2,"13.3","19.3",17,"Worse Than National",NA,NA
330285,"STRONG MEMORIAL HOSPITAL","ROCHESTER","NY",14642,"MONROE","MORT_30_AMI","No Different than the National Rate",12.7,"10.0","16.0",17.9,"Better Than National","Worse Than National",NA
330286,"GOOD SAMARITAN HOSPITAL MEDICAL CENTER","WEST ISLIP","NY",11795,"SUFFOLK","MORT_30_AMI","No Different than the National Rate",13.3,"10.9","16.0",18.6,"Better Than National","Worse Than National",NA
330304,"WHITE PLAINS HOSPITAL CENTER","WHITE PLAINS","NY",10601,"WESTCHESTER","MORT_30_AMI","No Different than the National Rate",13.5,"11.1","16.1",18.5,NA,"Worse Than National",NA
330306,"LUTHERAN MEDICAL CENTER","BROOKLYN","NY",11220,"KINGS","MORT_30_AMI","No Different than the National Rate",11.6,"9.5","14.3",16.3,"Better Than National","Better Than National","Better Than National"
330307,"CAYUGA MEDICAL CENTER AT ITHACA","ITHACA","NY",14850,"TOMPKINS","MORT_30_AMI","No Different than the National Rate",15,"12.0","18.8",16.4,"Worse Than National",NA,NA
330331,"PLAINVIEW HOSPITAL","PLAINVIEW","NY",11803,"NASSAU","MORT_30_AMI","No Different than the National Rate",11.8,"9.4","14.5",18.5,"Better Than National","Worse Than National",NA
330332,"ST JOSEPH HOSPITAL","BETHPAGE","NY",11714,"NASSAU","MORT_30_AMI","No Different than the National Rate",13.9,"11.2","17.5",16,NA,"Better Than National",NA
330340,"SOUTHAMPTON HOSPITAL","SOUTHAMPTON","NY",11968,"SUFFOLK","MORT_30_AMI","No Different than the National Rate",12.4,"9.3","16.1",NA,"Better Than National",NA,NA
330350,"UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE )","BROOKLYN","NY",11203,"KINGS","MORT_30_AMI","No Different than the National Rate",15,"12.0","18.5",18.3,"Worse Than National","Worse Than National","Worse Than National"
330353,"FOREST HILLS HOSPITAL","FOREST HILLS","NY",11375,"QUEENS","MORT_30_AMI","No Different than the National Rate",17.3,"14.0","21.3",16.6,"Worse Than National",NA,NA
330372,"FRANKLIN HOSPITAL","VALLEY STREAM","NY",11580,"NASSAU","MORT_30_AMI","No Different than the National Rate",14.4,"11.6","17.6",16.3,NA,"Better Than National",NA
330385,"NORTH CENTRAL BRONX HOSPITAL","BRONX","NY",10467,"BRONX","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
330386,"CATSKILL REGIONAL MEDICAL CENTER","HARRIS","NY",12742,"SULLIVAN","MORT_30_AMI","No Different than the National Rate",13.3,"10.7","16.6",18.9,"Better Than National","Worse Than National",NA
330387,"ROCKEFELLER UNIVERSITY HOSPITAL","NEW YORK","NY",10021,"NEW YORK","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
330393,"UNIVERSITY HOSPITAL ( STONY BROOK )","STONY BROOK","NY",11794,"SUFFOLK","MORT_30_AMI","Better than the National Rate",10.7,"8.9","12.6",17.9,"Better Than National","Worse Than National",NA
330394,"UNITED HEALTH SERVICES HOSPITALS, INC","BINGHAMTON","NY",13903,"BROOME","MORT_30_AMI","Worse than the National Rate",16.8,"14.3","19.6",17.3,"Worse Than National",NA,NA
330395,"ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE","FAR ROCKAWAY","NY",11691,"QUEENS","MORT_30_AMI","No Different than the National Rate",16.1,"12.3","20.3",NA,"Worse Than National",NA,NA
330396,"WOODHULL MEDICAL AND MENTAL HEALTH CENTER","BROOKLYN","NY",11206,"KINGS","MORT_30_AMI","No Different than the National Rate",15.6,"11.9","20.1",NA,"Worse Than National",NA,NA
330397,"INTERFAITH MEDICAL CENTER","BROOKLYN","NY",11213,"KINGS","MORT_30_AMI","No Different than the National Rate",13.7,"10.4","17.7",17.4,NA,NA,NA
330399,"ST BARNABAS HOSPITAL","BRONX","NY",10457,"BRONX","MORT_30_AMI","No Different than the National Rate",15,"11.3","19.3",17.5,"Worse Than National","Worse Than National","Worse Than National"
330401,"ST CATHERINE OF SIENA HOSPITAL","SMITHTOWN","NY",11787,"SUFFOLK","MORT_30_AMI","Better than the National Rate",11.4,"9.2","14.0",16.8,"Better Than National",NA,NA
330403,"MONROE COMMUNITY HOSPITAL","ROCHESTER","NY",14620,"MONROE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
330405,"HELEN HAYES HOSPITAL","WEST HAVERSTRAW","NY",10993,"ROCKLAND","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
330406,"SUNNYVIEW HOSPITAL AND REHABILITATION CENTER","SCHENECTADY","NY",12308,"SCHENECTADY","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
330408,"TRI-TOWN REGIONAL HEALTHCARE","SIDNEY","NY",13838,"DELAWARE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
330409,"BURDETT CARE CENTER","TROY","NY",12180,"RENSSELAER","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
331301,"CUBA MEMORIAL HOSPITAL, INC","CUBA","NY",14727,"ALLEGANY","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
331302,"ELIZABETHTOWN COMMUNITY HOSPITAL","ELIZABETHTOWN","NY",12932,"ESSEX","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
331303,"CATSKILL REGIONAL MEDICAL CENTER - G HERMANN SITE","CALLICOON","NY",12723,"SULLIVAN","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
331304,"MARGARETVILLE MEMORIAL HOSPITAL","MARGARETVILLE","NY",12455,"DELAWARE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
331305,"O'CONNOR HOSPITAL","DELHI","NY",13753,"DELAWARE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
331306,"MOSES-LUDINGTON HOSPITAL","TICONDEROGA","NY",12883,"ESSEX","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
331307,"CLIFTON FINE HOSPITAL","STAR LAKE","NY",13690,"SAINT LAWRENCE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
331309,"RIVER HOSPITAL, INC","ALEXANDRIA BAY","NY",13607,"JEFFERSON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
331310,"ELLENVILLE REGIONAL HOSPITAL","ELLENVILLE","NY",12428,"ULSTER","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
331311,"LITTLE FALLS HOSPITAL","LITTLE FALLS","NY",13365,"HERKIMER","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
331312,"DELAWARE VALLEY HOSPITAL, INC","WALTON","NY",13856,"DELAWARE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
331313,"SCHUYLER HOSPITAL, INC","MONTOUR FALLS","NY",14865,"SCHUYLER","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
331314,"SOLDIERS AND SAILORS MEMORIAL HOSPITAL OF YATES","PENN YAN","NY",14527,"YATES","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
331315,"GOUVERNEUR HOSPITAL","GOUVERNEUR","NY",13642,"SAINT LAWRENCE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
331316,"COMMUNITY MEMORIAL HOSPITAL, INC","HAMILTON","NY",13346,"MADISON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
331317,"LEWIS COUNTY GENERAL HOSPITAL","LOWVILLE","NY",13367,"LEWIS","MORT_30_AMI","No Different than the National Rate",13.8,"10.5","17.6",NA,NA,NA,NA
331318,"CARTHAGE AREA HOSPITAL, INC","CARTHAGE","NY",13619,"JEFFERSON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
331319,"MEDINA MEMORIAL HOSPITAL","MEDINA","NY",14103,"ORLEANS","MORT_30_AMI","No Different than the National Rate",13.8,"10.5","17.7",17,NA,NA,NA
333301,"BLYTHEDALE CHILDREN'S HOSPITAL","VALHALLA","NY",10595,"WESTCHESTER","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
340001,"CAROLINAS HEALTHCARE SYSTEM NORTHEAST","CONCORD","NC",28025,"CABARRUS","MORT_30_AMI","No Different than the National Rate",15.1,"12.6","18.0",17.3,"Worse Than National",NA,NA
340002,"MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","ASHEVILLE","NC",28801,"BUNCOMBE","MORT_30_AMI","Better than the National Rate",11.6,"10.2","13.3",14.4,"Better Than National","Better Than National","Better Than National"
340003,"NORTHERN HOSPITAL OF SURRY COUNTY","MOUNT AIRY","NC",27030,"SURRY","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
340004,"HIGH POINT REGIONAL HOSPITAL","HIGH POINT","NC",27261,"GUILFORD","MORT_30_AMI","No Different than the National Rate",14.2,"11.5","17.2",17.1,NA,NA,NA
340008,"SCOTLAND MEMORIAL HOSPITAL","LAURINBURG","NC",28352,"SCOTLAND","MORT_30_AMI","No Different than the National Rate",12.1,"9.3","15.7",18.1,"Better Than National","Worse Than National",NA
340010,"WAYNE MEMORIAL HOSPITAL","GOLDSBORO","NC",27534,"WAYNE","MORT_30_AMI","No Different than the National Rate",15.5,"12.3","19.2",16.9,"Worse Than National",NA,NA
340013,"RUTHERFORD REGIONAL MEDICAL CENTER","RUTHERFORDTON","NC",28139,"RUTHERFORD","MORT_30_AMI","No Different than the National Rate",15.4,"12.0","19.7",15.6,"Worse Than National","Better Than National",NA
340014,"NOVANT HEALTH FORSYTH MEDICAL CENTER","WINSTON-SALEM","NC",27103,"FORSYTH","MORT_30_AMI","No Different than the National Rate",13,"10.8","15.6",16.4,"Better Than National",NA,NA
340015,"NOVANT HEALTH ROWAN MEDICAL CENTER","SALISBURY","NC",28144,"ROWAN","MORT_30_AMI","No Different than the National Rate",14,"11.3","16.9",16.8,NA,NA,NA
340016,"HARRIS REGIONAL HOSPITAL","SYLVA","NC",28779,"JACKSON","MORT_30_AMI","No Different than the National Rate",14.3,"11.1","18.2",NA,NA,NA,NA
340017,"MARGARET R PARDEE MEMORIAL HOSPITAL","HENDERSONVILLE","NC",28791,"HENDERSON","MORT_30_AMI","No Different than the National Rate",14.5,"11.7","17.8",16.7,NA,NA,NA
